SMILES,Name,ClusterNumber
Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCCN(Cc5c(F)cccc5F)C4)cc23)ccn1,91970724,8
CCCOc1ccccc1CN1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccnc(C)c4)c3c2)C1,91970729,8
Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCCN(Cc5csc6ccccc56)C4)cc23)ccn1,91970740,8
Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCCN(Cc5ccccc5Cl)C4)cc23)ccn1,91970741,8
Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCCN(Cc5ncccc5F)C4)cc23)ccn1,91970765,8
Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCCN(CCc5ccccc5F)C4)cc23)ccn1,91970771,8
Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCCN(CC(=O)c5ccccc5F)C4)cc23)ccn1,91970773,8
COc1cccc2c1C[C@@H]1C[C@H](C(=O)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)CN(C)[C@H]1C2,44441680,9
COc1ccc(Br)c2c1C[C@H]1C[C@@H](C(=O)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)CN(C)[C@@H]1C2,44441675,9
COc1cccc2c1C[C@H]1C[C@@H](C(=O)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)CN(C)[C@@H]1C2,5311377,9
CN1C[C@H](C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)C[C@@H]2Cc3c(C#N)cccc3C[C@H]21,44441667,9
CC(C)Oc1cccc2c1C[C@H]1C[C@@H](C(=O)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)CN(C)[C@@H]1C2,44441661,9
CN1C[C@H](C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)C[C@@H]2Cc3c(O)cccc3C[C@H]21,44441662,9
COc1ccc(Cl)c2c1C[C@H]1C[C@@H](C(=O)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)CN(C)[C@@H]1C2,44441674,9
CC(=O)c1cccc2c1C[C@H]1C[C@@H](C(=O)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)CN(C)[C@@H]1C2,44441668,9
COc1cccc2c1C[C@H]1C[C@@H](C(=O)N3CCN(c4ccc(F)cc4)CC3)CN(C)[C@@H]1C2,44441894,9
COc1cccc2c1C[C@H]1C[C@@H](C(=O)N3CCCN(c4ccc([N+](=O)[O-])cc4)CC3)CN(C)[C@@H]1C2,44441923,9
COc1cccc2c1C[C@H]1C[C@@H](C(=O)N3CCN(c4ccc(C#N)cc4)CC3)CN(C)[C@@H]1C2,44441898,9
COc1cccc2c1C[C@H]1C[C@@H](C(=O)N3CCN(c4ccc(C(C)=O)cc4)CC3)CN(C)[C@@H]1C2,44441906,9
COc1cccc2c1C[C@H]1C[C@@H](C(=O)N3CCN(c4cccc([N+](=O)[O-])c4)CC3)CN(C)[C@@H]1C2,44441900,9
COc1cccc2c1C[C@H]1C[C@@H](C(=O)N3CCN(c4ccc(C(N)=O)cc4)CC3)CN(C)[C@@H]1C2,44441909,9
COc1cccc2c1C[C@H]1C[C@@H](C(=O)N3CCN(c4ccc(O)cc4)CC3)CN(C)[C@@H]1C2,44441905,9
COc1cccc2c1C[C@H]1C[C@@H](C(=O)N3CCN(c4ccc(C(=O)[O-])cc4)CC3)CN(C)[C@@H]1C2,91900218,9
Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1-c1sc(C(=O)NCC(C)(C)O)nc1C(=O)N1CCC[C@H]1C,121303220,10
C[C@H]1CCCN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1C(F)(F)F,121303342,10
C[C@H]1CCCN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1C(F)F,121303245,10
C[C@@H]1CCCN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1C(F)F,121303390,10
C[C@H]1CCCCN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1C(F)F,121303317,10
C[C@H]1CCCN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1OC(F)F,121303405,10
COc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1-c1sc(C(=O)NCC(C)(C)O)nc1C(=O)N1CCC[C@@H]1C,121303327,10
CCc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1-c1sc(C(=O)NCC(C)(C)O)nc1C(=O)N1CCC[C@@H]1C,121303380,10
C[C@H]1CCCN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1Cl,121303437,10
C[C@H]1CCCN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1F,121303207,10
Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)ncc1-c1sc(C(=O)NCC(C)(C)O)nc1C(=O)N1CCC[C@@H]1C,121303289,10
Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1-c1sc(C(=O)NCC(C)(C)O)nc1C(=O)N1CCC[C@@H]1C,121303300,10
C[C@H]1CCCN1C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1OC(F)(F)F,121303255,10
Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1-c1sc(C(=O)NCC(C)(C)O)nc1C(=O)N1CC(F)(F)C[C@@H]1C,121303372,10
Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1-c1sc(C(=O)NCC(C)(C)O)nc1C(=O)N1CCCC[C@@H]1C,121303444,10
COc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1-c1sc(C(=O)NCC(C)(C)O)nc1C(=O)N1CCCC[C@@H]1C,121303310,10
CC(NC(=O)COc1cc(C(F)(F)F)c2c(-c3ccccc3)nn(C)c2n1)c1ccccc1,50799599,11
