SMILES,Name,ClusterNumber
CC(C)(O)c1ccnc(-c2cccc3cc([C@H](NS(=O)(=O)C4CC4)c4nc(N)ccc4Cl)sc23)c1,72548601,915
O=S(=O)(N[C@@H](c1cc2ccccc2s1)c1ccccc1Cl)c1ccc2c(c1)OCCCO2,70818806,916
CC(C)(O)c1ccnc(-c2cccc3cc([C@H](NS(=O)(=O)C4CC4)c4cc(N)ncc4Cl)sc23)c1,127042206,917
CC(C)(O)c1ccnc(-c2cccc3cc([C@H](NS(=O)(=O)C4CC4)c4c(F)cccc4Cl)sc23)c1,89905482,918
CC(C)(O)c1ccnc(-c2cccc3cc([C@H](NS(=O)(=O)C4CC4)c4ccccc4Cl)sc23)c1,72548598,919
CC(C)(O)c1ccnc(-c2cccc3cc([C@H](NS(=O)(=O)C4CC4)c4nc(N)ncc4Cl)sc23)c1,76903476,920
CC(C)(O)c1ccnc(-c2cccc3cc([C@H](NS(=O)(=O)C4CC4)c4nc(N)c(F)cc4Cl)sc23)c1,89905917,921
O=S(=O)(NC(c1ccccc1)c1cc2ccccc2o1)c1ccc2c(c1)OCCCO2,16349380,922
CC(NCCCCCO)c1cc(OCc2ccccc2)cc(OCc2ccccc2)c1,89817832,923
OC(COc1ccc(OCC(O)CN2CCN(C3c4ccccc4-c4ccccc43)CC2)cc1)CN1CCN(C2c3ccccc3-c3ccccc32)CC1,3101115,924
CC(C)(NC(=O)CN1C(=O)c2ccccc2C1=O)C(=O)NCCCC[C@H](NC(=O)CC(O)(C(F)(F)F)C(F)(F)F)C(=O)O,127040920,925
CCCOc1ccc(C(=O)OCCN(CC)CC)cc1NS(=O)(=O)/C=C/c1ccccc1,117983769,926
CCC(=O)NCCCCNC(=O)/N=C(/N)NCCC[C@@H](NC(=O)C(c1ccccc1)c1ccccc1)C(=O)NCc1ccc(O)cc1,127042586,927
[3H]CC([3H])C(=O)NCCNC(=O)/N=C(/N)NCCC[C@@H](NC(=O)C(c1ccccc1)c1ccccc1)C(=O)NCc1ccc(O)cc1,127042585,928
OC1CCN(C(=S)c2c[nH]c3ccccc23)CC1,56965954,929
O=C1C=C2C=C[C@H]3C[C@@]2(O1)[C@H]1CCCCN31,6604324,930
CC(C)COc1cc(C(=O)O)ccc1NC(=O)c1ccc([N+](=O)[O-])c(OCc2cccc3ccccc23)c1,118737578,931
C[C@@H](O)[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)O,118736096,932
CC(C)C[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)O,118736097,933
Cc1cc(=O)oc2c(/C=N/NC(=O)CSc3nc4ccccc4s3)c(O)ccc12,135588490,934
COc1ccc(OCc2ccc([125I])cc2)cc1,118707548,935
CN(C(=O)CCCCCNC(=O)CCCC[C@H]1SCC2NC(=O)NC21)c1ccc(C(=O)CC2(O)C(=O)Nc3c(Cl)ccc(Cl)c32)cc1,118724206,936
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,3372,937
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4748,938
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4917,939
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,4744,940
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,4747,941
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,5574,942
CN(C)CCCN1c2ccccc2Sc2ccccc21,4926,943
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,5568,944
Cc1cn[nH]c1,3406,945
OCCCc1cc[nH]n1,53792375,946
O=C(O)c1ccn[nH]1,574310,947
OCCCc1cn[nH]c1,3578384,948
CC(=O)c1cc[nH]n1,333471,949
OCCc1cc[nH]n1,15475335,950
ClCCCc1cn[nH]c1,19068889,951
OCCc1cn[nH]c1,4293604,952
ClCc1cn[nH]c1,18411593,953
ClCCCc1cc[nH]n1,15287070,954
ClCCc1cc[nH]n1,433639,955
Cc1cc[nH]n1,15073,956
c1cn[nH]c1,1048,957
OCc1cn[nH]c1,3015210,958
OCc1cc[nH]n1,4913243,959
Nc1nc2nc[nH]c2c(=S)[nH]1,2723601,960
Cc1cccc(NC(=O)CN2C(=O)S/C(=C\c3cccn3-c3cccc(C(=O)O)c3)C2=O)c1,11839276,961
O=C(O)CSc1cc(NS(=O)(=O)c2ccc3ccccc3c2)c2ccccc2c1O,1184140,962
CC(C)c1ccc(S(=O)(=O)Nc2cc(Sc3nc[nH]n3)c(O)c3ccccc23)cc1,2133805,963
COc1ccc(S(=O)(=O)Nc2cc(Sc3nc[nH]n3)c(O)c3ccccc23)cc1,1589731,964
O=S(=O)(Nc1cc(Sc2nnc[nH]2)c(O)c2ccccc12)c1ccc2ccccc2c1,7897116,965
CC(C)c1ccc(S(=O)(=O)Nc2cc(SCC(=O)O)c(O)c3ccccc23)cc1,1819997,966
O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Cl)cc2)c2ccccc2c1O,1309516,967
Cc1ccc(NC(=O)CN2C(=O)S/C(=C\c3cccn3-c3cccc(C(=O)O)c3)C2=O)cc1C,1721856,968
Cc1cc(C)c(S(=O)(=O)Nc2cc(Sc3nc[nH]n3)c(O)c3ccccc23)cc1C,2133795,969
Cc1ccccc1NC(=O)CN1C(=O)S/C(=C\c2cccn2-c2cccc(C(=O)O)c2)C1=O,11839291,970
O=S(=O)(Nc1cc(Sc2nnnn2-c2ccccc2)c(O)c2ccccc12)c1ccccc1,17760032,971
CCOc1ccc(S(=O)(=O)Nc2cc(Sc3nc[nH]n3)c(O)c3ccccc23)cc1,2133803,972
O=S(=O)(Nc1cc(Sc2nc[nH]n2)c(O)c2ccccc12)c1ccccc1,2133777,973
O=S(=O)(Nc1cc(Sc2nc[nH]n2)c(O)c2ccccc12)c1ccc(Br)cc1,2133789,974
Cc1ccc(S(=O)(=O)Nc2cc(SCC(=O)O)c(O)c3ccccc23)cc1,1184112,975
O=C(O)CSc1cc(NS(=O)(=O)c2ccc(F)cc2)c2ccccc2c1O,1184138,976
O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O,992586,977
Cc1ccc(NC(=O)CN2C(=O)S/C(=C\c3cccn3-c3cccc(C(=O)O)c3)C2=O)c(C)c1,11839290,978
O=C(O)CSc1cc(NS(=O)(=O)c2cccs2)c2ccccc2c1O,1582605,979
C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,6505803,980
COc1ccc(-c2ccccc2N2CCN(CCCCCC(=O)NCc3ccncc3)CC2)cc1,71061887,981
COc1cc(CCc2cc(Nc3ccnc(NCc4cc(C)no4)n3)[nH]n2)cc(OC)c1,24774737,982
Cc1cc(CNc2nccc(Nc3cc(CCc4ccccc4)n[nH]3)n2)on1,60154330,983
CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,3762,984
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,3410,985
CS(=O)(=O)C1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@H](O)CC3)n2)CC1,50943669,986
O=C(O)[C@H]1CCCC[C@H]1C(=O)N1CCc2ccccc2[C@H]1CN1C(=O)c2ccccc2C1=O,56840728,987
O=[N+]([O-])c1ccc(O)cc1,980,988
Cc1ccc(C)cc1,7809,989
c1ccccc1,241,990
Oc1ccccc1,996,991
Cc1ccccc1,1140,992
CCc1ccccc1,7500,993
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,5280450,994
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,5039,995
O=C(O)c1cn2ccccc2n1,2062168,996
Cc1ccc2c(c1)sc(-c1ccc(N(C)C)cc1)[n+]2C,16954,997
COc1cc2ncnc(Oc3cc(NC(=O)Nc4cc(C(C)(C)C)on4)c(F)cc3F)c2cc1OC,56665248,998
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3C)c2cc1OC,56668951,999
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4ccccc4)c3)c2cc1OC,49840317,1000
COc1cc2ncnc(Oc3ccc(F)c(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC,56662196,1001
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c3)c2cc1OC,56679129,1002
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4ccc(Cl)cc4)c3)c2cc1OC,56675821,1003
CC(C)=CCC[C@]1(C)C=Cc2c(O)c3c(c(CC=C(C)C)c2O1)O[C@]12C(=C[C@@H]4C[C@H]1C(C)(C)O[C@@]2(C/C=C(/C)C(=O)O)C4=O)C3=O,9852185,1004
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,6167,1005
Nc1nc(Cl)cc(-c2ccc(Cl)cc2Cl)n1,17748247,1006
COc1ccccc1-c1cc(Cl)nc(N)n1,46861552,1007
CNc1ccc(/C=C/c2ccc(O)cc2)cc1,10013901,1008
NC(C(=O)O)C(OCc1ccccc1)C(=O)O,4133412,1009
CNc1ccc(-c2nc3ccc(O)cc3s2)cc1,10171487,1010
Oc1ccc(C2COc3cc(O)c(O)cc3C2)cc1,125101,1011
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,5281708,1012
COc1ccc(/C=C/CN2CCN(CCOC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,10648337,1013
Fc1ccc(C(OCCN2CCN(C/C=C/c3ccccc3)CC2)c2ccc(F)cc2)cc1,5974189,1014
NCCCc1ccccc1,16259,1015
N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccccc1)C(=O)O,447697,1016
CS(N)(=O)=O,72879,1017
CC(C)C[C@H](NP(=O)(O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,445114,1018
O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,91493,1019
NCCCC[C@H](NC(=O)CN)C(=O)O,3080576,1020
O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@@H]1O,444450,1021
CC(C)C[C@H](NP(=O)(O)O)C(N)=O,134205,1022
NCCCCc1ccccc1,83242,1023
CC(C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,168182,1024
NCC1CCCCC1,76688,1025
CC(C)C[C@H](N)C(=O)NO,3080766,1026
NCCc1ccccc1,1001,1027
NCc1ccc(F)cc1,67326,1028
CC(C)C[C@H](NC(CCc1ccccc1)C(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,21120808,1029
O=NCc1ccc(-c2ccccc2)c(-c2ccccc2)c1O,91073817,1030
O=C1CCC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](Cc2ccccc2)CN1,9829402,1031
O=C(O)Cc1cc(=O)oc2cc(O)ccc12,5338490,1032
COc1ccc2c(CC(=O)O)cc(=O)oc2c1,342221,1033
CC(=O)O,176,1034
O=C(O)c1ccsc1,6918,1035
O=C(O)CNC(=O)c1ccc([N+](=O)[O-])cc1,17549,1036
O=C(C=Cc1ccc(OCc2ccc3ccccc3n2)cc1)c1cc(-c2nnn[nH]2)ccc1O,44213874,1037
O=C(O)c1cccc(C(=O)/C=C/c2cccc(OCc3ccc4ccccc4n3)c2)c1O,10836133,1038
Cc1cc(C(=O)O)c(O)c(C(=O)/C=C/c2cccc(/C=C/c3ccc4ccccc4n3)c2)c1,10646529,1039
N#Cc1ccc(O)c(C(=O)/C=C/c2cccc(/C=C/c3ccc4ccccc4n3)c2)c1,10597232,1040
O=C(O)c1ccccc1C(=O)/C=C/c1cccc(OCc2ccc3ccccc3n2)c1,10597634,1041
O=C(O)c1ccc(O)c(C(=O)/C=C/c2cccc(OCc3ccc4ccccc4n3)c2)c1,10717271,1042
O=C(O)c1cc(Cl)cc(C(=O)/C=C/c2cccc(OCc3ccc4ccccc4n3)c2)c1O,10766366,1043
O=C(O)c1cc(Cl)c(O)c(C(=O)/C=C/c2ccc(OCc3ccc4ccccc4n3)cc2)c1,10790119,1044
CCCCOc1ccc(C(=O)O)cc1C(=O)/C=C/c1cccc(OCc2ccc3ccccc3n2)c1,10576732,1045
O=C(O)c1cc(Cl)cc(C(=O)/C=C/c2cccc(/C=C/c3ccc4ccccc4n3)c2)c1O,10647443,1046
O=C(O)c1ccccc1C(=O)/C=C/c1ccc(OCc2ccc3ccccc3n2)cc1,10764001,1047
O=C(O)c1ccc(O)c(C(=O)/C=C/c2ccc(OCc3ccc4ccccc4n3)cc2)c1,10836131,1048
O=C(C=Cc1cccc(C=Cc2ccc3ccccc3n2)c1)c1cc(OCc2nnn[nH]2)ccc1O,10600630,1049
O=C(O)c1cc(Br)cc(C(=O)/C=C/c2cccc(/C=C/c3ccc4ccccc4n3)c2)c1O,10649046,1050
CN1CC[C@@H]2CN3CCc4cccc(c43)[C@@H]2C1,9859407,1051
COc1ccc2ncn(CCNC(C)=O)c2c1,10243074,1052
CSCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,446569,1053
CNC(=O)c1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1,25262792,1054
CO[C@H]1CC[C@H](N2C(=O)CNc3ncc(-c4ccc(C(C)(C)O)nc4)nc32)CC1,58298316,1055
CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21,45375953,1056
CC(=O)NC1=NN(C(C)=O)C(C)(c2ccccc2)S1,2930014,1057
Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCC[C@@H]3CO)cc2)c1,66577038,1058
COc1ccc2[nH]cc(CCNC(=O)[C@H](Cc3ccncc3)NC(=O)[C@H](Cc3ccc(Cl)cc3)NC(=O)[C@H](Cc3c[nH]c4ccc(O)cc34)NC(=O)CCCN)c2c1,122661600,1059
C=C(C)C(O)CC/C(C)=C/Cc1c(O)ccc(C(=O)/C=C/c2ccc(O)cc2)c1O,10409180,1060
COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,312145,1061
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1snnc1-c1ccccc1)C1CCCCC1,46940575,1062
O=Cc1ccc2c(n1)N(C(=O)Nc1ccc(C(F)(F)F)cn1)CCO2,118036727,1063
O=Cc1ccc2c(n1)N(C(=O)Nc1ccc(C(F)(F)F)cn1)CCC2,118036250,1064
N#Cc1ccc(NC(=O)N2CCCc3ccc(C=O)nc32)nc1,118036931,1065
CC(N)C12CC3CC(CC(C3)C1)C2,5071,1066
NC12CC3CC(CC(C3)C1)C2,2130,1067
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,5035,1068
Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,2726824,1069
CCCC(C)N1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(C(F)(F)F)c2)CC1,126696230,1070
Oc1noc2cc(Cl)ccc12,2781852,1071
O=c1[nH][nH]c2ccccc12,81829,1072
Cc1cccc2c1NC(=O)C2=O,14313,1073
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,5770,1074
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,4659569,1075
COCCOc1cc2ncnc(N3CCN(c4ncc(Cc5ccccc5)cn4)CC3)c2cc1OCCOC,117620118,1076
C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,5154,1077
CCCN(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)c1ncc(NC(C)=O)cc1C(=O)O,15658049,1078
CCN(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)c1nc(C)ncc1C(=O)O,15657898,1079
CN(C)CCCN1c2ccccc2CCc2ccccc21,3696,1080
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,2801,1081
COc1ccc([C@@H]2Cc3cc(SC)ccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,14156293,1082
COc1ccc([C@@H]2Cc3c(cccc3C(F)(F)F)N(CCN(C)C(C)=O)C(=O)[C@@H]2OC(C)=O)cc1,15167093,1083
CCCCc1ncc(/C=C(\Cc2ccccn2)C(=O)O)n1Cc1ccccc1Cl,10319356,1084
CCCCc1ncc(/C=C(\CCc2ccccc2)C(=O)O)n1Cc1ccccc1Cl,10410027,1085
CCCCc1ncc(/C=C(\Cc2cc(OC)c(OC)c(OC)c2)C(=O)O)n1Cc1ccccc1Cl,15144936,1086
CCCCc1ncc(/C=C(/Cc2ccco2)C(=O)O)n1Cc1ccccc1Cl,11741610,1087
CCCCc1ncc(CCCCCC(=O)O)n1Cc1ccccc1Cl,10361315,1088
CCCCc1ncc(/C=C(/C(=O)O)C(C)c2ccccc2)n1Cc1ccccc1Cl,10070920,1089
CCCCc1ncc(-c2cccc(C(=O)O)c2)n1Cc1ccccc1Cl,9951184,1090
CCCCc1ncc(/C=C(\Cc2ccc(OC)cc2)C(=O)O)n1Cc1ccccc1Cl,44209616,1091
CCCCc1ncc(/C=C(/C(=O)O)C(Cc2ccccc2)c2cccs2)n1Cc1ccccc1Cl,10074878,1092
CCCCc1ncc(/C=C(\Cc2ccc3c(c2)OCO3)C(=O)O)n1Cc1ccccc1Cl,15144934,1093
CCCCc1ncc(/C=C(\Cc2ccc(OC)c(OC)c2)C(=O)O)n1Cc1ccccc1Cl,15144935,1094
CCCCc1ncc(/C=C(/C(=O)O)c2ccc3ccccc3c2)n1Cc1ccccc1Cl,10388784,1095
CCCCc1ncc(/C(=C/C(=O)O)Cc2ccccc2)n1Cc1ccccc1Cl,10409214,1096
CCCCc1ncc(/C=C(\Cc2ccncc2)C(=O)O)n1Cc1ccccc1Cl,9844411,1097
CCCCc1ncc(/C(C)=C(\Cc2ccccc2)C(=O)O)n1Cc1ccccc1Cl,10002389,1098
CCCCc1ncc(/C=C(\Cc2c[nH]cn2)C(=O)O)n1Cc1ccccc1Cl,10069487,1099
CCCCc1ncc(/C=C(\C)C(=O)O)n1Cc1ccccc1Cl,10336899,1100
CCCCc1ncc(/C=C(/Cc2ccccc2)C(=O)O)n1Cc1ccccc1Cl,10431618,1101
CCCCc1ncc(CCCCC(=O)O)n1Cc1ccccc1Cl,10405496,1102
CCCCc1ncc(CCC(=O)O)n1Cc1ccccc1Cl,10336165,1103
CCCCc1ncc(-c2ccc(C(=O)O)cc2)n1Cc1ccccc1Cl,10384433,1104
CCCCc1ncc(/C=C(\Cc2ccoc2)C(=O)O)n1Cc1ccccc1Cl,10453511,1105
CCCCc1ncc(/C=C(\Cc2cccnc2)C(=O)O)n1Cc1ccccc1Cl,10070112,1106
C(=C/c1ccc2ccccc2n1)\c1ccccn1,6070260,1107
CCOC(=O)CCCOc1cccc(/C=C/c2ccc3ccccc3n2)c1,10406291,1108
Oc1ccc(/C=C/c2ccc3ccccc3n2)cc1,5914236,1109
O=C(O)CCCOc1cccc(/C=C/c2ccc3ccccc3n2)c1,10019718,1110
CCCCSc1ccc2ccc(/C=C/c3cccc(OCC(=O)OC)c3)nc2c1,10431536,1111
COC(=O)COc1cccc(/C=C/c2ccc3ccccc3n2)c1,10381270,1112
O=C(O)CCSC(SCCC(=O)O)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,10074211,1113
Oc1cccc(/C=C/c2ccc3ccccc3n2)c1,6223893,1114
Cc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,14642289,1115
CN1CCN(Cc2ccc(S(=O)(=O)c3csc(S(N)(=O)=O)c3)cc2)CC1,45261822,1116
COc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1,14642293,1117
NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(O)cc2)co1,14642300,1118
Cc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1,14642290,1119
CCC(C)NCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1,45261845,1120
NS(=O)(=O)c1cc(S(=O)(=O)c2ccccc2CNCc2ccccn2)cs1,45265045,1121
CC(C)NCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1,45261768,1122
NS(=O)(=O)c1cc(S(=O)(=O)c2cccc(O)c2)cs1,14642299,1123
CC(C)CN(C)Cc1cc(C(=O)c2csc(S(N)(=O)=O)c2)ccc1O,45261770,1124
CN(C)Cc1cc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)ccc1O,45265042,1125
CNCc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,45265200,1126
CC(C)CCNCc1cccc(C(=O)c2csc(S(N)(=O)=O)c2)c1,45261775,1127
CCCc1cc2c(N3CCN(C4=NCC(C)(C)S4)CC3)ncnc2s1,54765302,1128
COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(-c3ccnc4ccccc34)c12,90395752,1129
CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12,10180,1130
CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,3634,1131
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,164676,1132
CCCCCCCCCC(=CC1=C(C)C(=O)C(OC)=C(OC)C1=O)C(=O)O,6439397,1133
N=C(NO)NCC[C@H](N)C(=O)O,446124,1134
CC[C@@H](NC(=O)N1CC(=O)NC[C@@H](Cc2cc(Cl)ccc2OC)C1=O)c1ccc(C(=O)O)c(N)c1,11540629,1135
C/C(=C\COc1ccccc1CN(C)C(=O)c1ccc(-c2ccco2)cc1)CCC(=O)O,121269371,1136
Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21,11538455,1137
O=C(NO)c1cccc(-c2cn(CSc3ccccc3)nn2)c1,53327227,1138
COc1ccc(Cn2ccc3ccc(C(=O)NO)cc32)cc1,24753719,1139
NS(=O)(=O)c1cc(C(=O)O)c(Cl)cc1Cl,17655,1140
CN1CCN(Cc2ccc(NC(=O)c3n[nH]cc3Nc3ncnc4sccc34)cc2)CC1,72194525,1141
N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O,11989733,1142
C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N1CCC[C@H]1C(=O)O,5748613,1143
Nc1cccc(Cl)c1C(=O)NCC12CC3CC(CC(C3)C1)C2,20670029,1144
O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1,3452818,1145
COc1ccc(Cl)c(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1,20660005,1146
O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1Br,7750121,1147
Nc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,22731487,1148
Nc1cccc(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1Cl,20670051,1149
Cc1nc2ccc(NC(=O)CCC34CC5CC(CC(C5)C3)C4)cc2s1,44353148,1150
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(O)ccc1Cl,22731493,1151
O=C(NCC12CC3CC(CC(C3)C1)C2)c1c(Cl)cccc1Cl,20670027,1152
Cc1ccccc1C(=O)NCC12CC3CC(CC(C3)C1)C2,8923919,1153
O=C(CCC12CC3CC(CC(C3)C1)C2)Nc1ccc2c[nH]nc2c1,44353147,1154
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccc(Cl)c1,7067209,1155
COc1ccccc1C(=O)NCC12CC3CC(CC(C3)C1)C2,7750126,1156
O=C(CCC12CC3CC(CC(C3)C1)C2)Nc1ccc2[nH]ncc2c1,44353132,1157
O=C1CCC(=O)N1C(CCc1ccncc1)COc1ccc(-c2ccccc2)cc1,44353153,1158
O=C1OCCN1C(CCc1ccncc1)COc1ccc(-c2cccc([N+](=O)[O-])c2)cc1,44352851,1159
O=C(O)CCc1cc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc(C(O)c2ccc(F)cc2)c1,19962351,1160
O=C(O)CCc1cc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc(Cc2ccccc2)c1,44305299,1161
CS(=O)(=O)c1ccc(Cc2cc(CCNS(=O)(=O)c3ccc(Cl)cc3)cc(CCC(=O)O)c2)cc1,44305171,1162
CS(=O)(=O)c1ccc(C(=O)c2cc(CCNS(=O)(=O)c3ccc(Cl)cc3)cc(CCC(=O)O)c2)cc1,19962400,1163
O=C1CCCC2=C1C(c1cc(Cl)c(OCc3ccc(C(=O)O)cc3)c(Cl)c1)C1=C(CCCC1=O)N2,24186135,1164
CC1(C)CC(=O)C2=C(C1)NC1=C(C(=O)CC(C)(C)C1)C2c1cc(Br)c(OCc2ccc(C(=O)O)cc2)c(Br)c1,52944141,1165
CN(C1COC1)C(C)(C)/C=C(\C#N)C(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21,46875709,1166
COc1ccc(S(=O)(=O)N(CC(N)=O)c2ccc(N(CC(N)=O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,91885637,1167
COc1ccc(S(=O)(=O)N(CC(=O)O)c2cnc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1,46875882,1168
COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c3ncccc23)cc1,46875820,1169
COc1cc(-c2cc(-c3ccc(Cl)cc3)nc(=O)[nH]2)ccc1O,5468993,1170
CC(C)c1ccc(C(=O)Nc2cc(CN3CCN(C)CC3)cc(C(F)(F)F)c2)cc1C#Cc1cnc2cnccn12,46876360,1171
Nc1ncnc2c1ccn2[C@@H]1O[C@H]([C@H](O)c2ccccc2)[C@@H](O)[C@H]1O,44269108,1172
COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C4CC4)nn3C)c12,46875492,1173
CC1CN(C(=O)Cn2cc(CN3CCN(C)CC3)c3ccc(NC(=S)NCCc4c[nH]c5ccccc45)cc32)CCO1,46905117,1174
CN1CCN(Cc2cn(CC(=O)N3CCOCC3)c3cc(NC(=S)NCCc4c[nH]c5ccccc45)ccc23)CC1,440221,1175
CN1CCN(Cc2cn(CC(=O)N3CCCCC3)c3cc(NC(=S)NCCc4c[nH]c5ccccc45)ccc23)CC1,46877399,1176
S=C(NCCc1ccccc1)Nc1cccnc1,16211077,1177
CN1CCN(Cc2cn(CC(=O)NCC(=O)O)c3cc(NC(=S)NCCc4c[nH]c5ccccc45)ccc23)CC1,5320800,1178
COC(=O)Cn1cc(CN2CCN(C)CC2)c2ccc(NC(=S)NCCc3c[nH]c4ccccc34)cc21,124021,1179
